N°,Área,Fecha,Personal de dirección,Empresa,Nombre de Empresa o Contrata ,1. Los líderes realizan actividades para fortalecer el compromiso de los trabajadores con la seguridad.,"2. Las medidas correctivas establecidas como resultado de auditorías, fiscalizaciones e inspecciones se cumplen dentro del plazo programado.",3.Las normas de seguridad son respetadas de la misma forma por personal propio y contratistas.,4.Los líderes demuestran comportamientos seguros en su día a día.,5.Los líderes se involucran en las actividades de seguridad.,"6. Los líderes cumplen las normas, estándares y procedimientos de seguridad y salud ocupacional.",7. Los líderes gestionan oportunamente las necesidades o requerimientos de seguridad.,8.  Los líderes supervisan la integración de la seguridad al proceso productivo en las labores diarias.,9.Los líderes corrigen las condiciones inseguras en campo.,"10.Aplico mi derecho a decir que ""No"", cuando es necesario.",11. Detengo mi tarea cuando surge un riesgo que no puedo controlar.,12. Me coloco los equipos de protección personal completos al iniciar una tarea.,"13. Los líderes involucran a los trabajadores en la revisión del IPERC (Identificación de peligros, evaluación de riesgos y controles).",14.En esta empresa se reportan los actos y condiciones subestándar.,15. Todos los estándares y procedimientos son cumplidos sin distinción por el personal propio y contratista.,"16.Los líderes mantienen informados a sus trabajadores en relación a cambios, logros, actividades en general.",17. Puedo hablar con mi superior abiertamente sobre temas de seguridad.,18.El líder comunica avances de la gestión del área y escucha inquietudes de su equipo.,19.Los valores corporativos son entendidos por los trabajadores.,20.Los empleados disponen de buzón u otro mecanismo para plantear ideas y sugerencias para mejorar la seguridad.,21. El comité de seguridad y salud ocupacional mantiene informados a los trabajadores sobre sus actividades.,22. Existen mecanismos efectivos para que los trabajadores propongan mejoras de seguridad en las operaciones.,23.La empresa aplica reconocimientos por desempeño seguro.,"24.Cuando se evidencia el incumplimiento de una norma, se aplican sanciones de acuerdo con el reglamento interno de trabajo.",25.La empresa evalúa el desempeño en seguridad.,26.La capacitación anual obligatoria de seguridad y salud ocupacional que brindan en mi área es efectiva.,27.El comité de seguridad y salud en el trabajo tiene participación en propuestas de mejora.,"28.La empresa realiza mejoras a su infraestructura, herramientas, equipos de trabajo de acuerdo con requerimientos identificados.","29.¿Has identificado los peligros, riesgos y controles a los que está expuesto en casa, los compartes con tu familia?",COMENTARIOS
413,Proyectos,15/04/2026,Ingenieros,Empresa contratista,NTI,5,4,4,4,4,4,4,4,5,4,5,5,4,4,5,5,5,5,4,3,4,4,4,5,5,4,4,5,5,
414,Proyectos,16/04/2026,Supervisores,Empresa contratista,MYB,4,4,5,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,5,4,4,4,5,4,4,4,4,5,PRactica de respetar la señalización
415,Proyectos,16/04/2026,Supervisores,Empresa contratista,MYB,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,3,4,4,3,5,4,5,5,3,5,
416,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,3,2,3,3,3,3,3,4,3,4,4,5,3,4,4,2,3,4,4,4,3,4,2,4,3,4,4,3,4,Empoderar a los colaboradores
417,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,3,3,2,3,3,3,3,3,3,4,5,5,5,3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,5,
418,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,4,4,4,3,4,4,3,4,4,1,3,5,2,4,4,3,4,3,3,4,2,2,3,2,4,2,2,3,4,
419,Proyectos,16/04/2026,Jefe de área,Empresa contratista,ANDDES,4,4,3,4,4,5,4,5,4,5,5,5,4,4,4,5,5,4,4,4,5,4,3,4,5,4,5,5,4,
420,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,4,5,4,5,4,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,4,4,3,4,5,5,5,5,4,
421,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,
422,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,4,3,4,2,3,3,4,4,4,4,4,3,2,
423,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,
424,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,4,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,4,4,5,
425,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,4,5,5,4,5,5,5,4,9,9,9,9,9,9,4,5,5,5,5,5,4,4,3,4,4,4,4,3,4,"control de incendios, tenemos extintor"
426,Proyectos,16/04/2026,Supervisores,Empresa contratista,ANDDES,4,4,3,4,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Mantenimiento de barandas en casa y el uso de tres puntos de apoyo
427,Proyectos,16/04/2026,Superintendentes,Empresa contratista,ANDDES,5,4,4,5,5,5,5,4,4,5,5,5,4,5,5,4,5,5,4,4,4,5,4,4,4,4,4,4,5,
428,Proyectos,16/04/2026,Ingenieros,Empresa contratista,Lara Consulting,3,3,4,4,4,4,4,3,3,4,5,5,4,4,4,4,5,4,4,3,2,2,4,4,4,4,3,4,3,
429,Proyectos,16/04/2026,Ingenieros,Empresa contratista,Lara Consulting,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,5,5,5,5,5,5,
430,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,3,3,2,3,2,2,3,2,4,3,3,5,4,3,2,3,4,3,2,3,4,3,4,4,4,5,3,3,4,
431,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,2,2,3,2,3,2,1,2,1,4,5,5,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,5,
432,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,2,4,2,2,3,2,3,3,3,4,5,5,4,5,4,2,4,4,4,2,1,2,4,5,4,4,1,4,5,
433,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,1,2,2,3,2,3,3,2,2,3,5,5,4,5,3,3,2,2,3,1,1,1,1,2,1,1,1,1,4,
434,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,2,2,3,3,2,2,3,3,2,2,3,5,2,3,4,2,3,4,2,2,3,4,3,2,2,3,2,3,4,
435,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,2,2,3,3,2,2,3,2,3,1,3,5,4,3,2,2,3,3,3,1,1,3,1,2,1,1,1,2,5,
436,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,4,4,5,4,5,4,4,4,5,5,4,5,5,5,4,4,4,4,4,4,3,4,4,5,5,4,3,4,5,
437,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,4,5,5,4,4,4,4,4,4,3,4,5,4,4,5,5,4,4,4,2,4,4,3,4,4,4,3,4,4,
438,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,3,2,4,3,4,4,3,3,3,3,4,5,4,4,4,3,5,4,4,3,2,2,4,4,4,3,2,3,4,
439,Proyectos,16/04/2026,Colaboradores,Empresa contratista,NTI,5,5,4,4,5,5,5,5,4,5,4,4,4,5,5,3,5,5,5,2,1,3,3,5,5,5,2,5,5,Mejora continua
440,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,5,4,4,4,5,4,3,3,4,5,5,4,4,3,3,4,4,3,4,3,4,4,3,3,4,2,3,3,
441,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,3,3,4,3,2,3,3,3,4,4,5,3,3,4,3,3,2,3,1,2,1,1,3,2,2,1,2,3,
442,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,5,4,3,4,4,5,4,4,5,5,5,3,4,4,3,5,3,4,2,2,2,1,4,3,3,3,2,5,
443,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,
444,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,3,4,4,4,4,3,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,4,4,
445,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,3,4,3,3,4,3,4,3,1,2,2,3,2,3,2,3,1,2,1,2,1,2,3,3,2,1,2,1,
446,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,3,5,3,3,5,3,5,3,5,
447,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,4,4,4,4,4,3,3,3,5,5,5,4,5,5,4,5,4,5,4,1,1,1,4,2,1,1,2,5,
448,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,3,3,2,3,2,3,2,2,5,
449,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,3,4,2,2,2,2,3,
450,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,4,2,2,2,2,3,
451,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,3,5,3,5,4,3,4,4,5,5,5,4,4,5,4,4,4,4,3,3,3,3,4,4,4,4,3,5,
452,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,3,4,5,5,4,4,5,
453,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,
454,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,2,3,4,4,3,4,4,4,5,3,5,4,4,3,3,3,3,3,3,2,3,2,3,2,3,2,3,4,
455,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,2,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
456,Proyectos,16/04/2026, Jefe de zona,Empresa contratista,HLC,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,4,5,5,4,5,5,
457,Proyectos,16/04/2026,Superintendentes,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
458,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
459,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
460,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,2,5,2,2,2,2,2,3,5,5,5,2,2,2,2,2,3,2,1,2,2,1,1,1,2,1,1,5,
461,Proyectos,16/04/2026,Asistentes,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
462,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,4,4,5,5,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,
463,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,2,4,3,3,3,4,4,3,5,5,5,4,3,3,3,4,5,5,4,4,4,1,2,3,3,3,3,5,
464,Proyectos,16/04/2026,Gerentes,Empresa contratista,HLC,5,2,5,5,5,5,5,5,5,2,3,5,5,5,5,5,3,3,5,5,2,5,2,2,2,2,2,5,3,
465,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,
466,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,2,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
467,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,
468,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,4,4,4,3,4,4,Riesgos electricos
469,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,4,5,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,2,2,4,4,2,4,4,4,2,4,3,
470,Proyectos,16/04/2026,Asistentes,Empresa contratista,HLC,3,3,3,3,3,3,,2,2,1,1,5,3,3,2,3,2,2,2,1,1,1,1,2,2,2,1,1,5,
471,Proyectos,16/04/2026, Jefe de zona,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
472,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,4,5,4,4,4,
473,Proyectos,16/04/2026,Supervisores,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
474,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,4,4,5,3,4,4,3,4,4,2,2,4,4,3,4,3,4,4,4,2,2,3,4,4,4,4,3,3,4,
475,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,3,2,5,2,2,2,4,4,4,5,5,5,3,4,4,4,5,4,4,4,2,4,3,3,4,4,4,4,5,
476,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
477,Proyectos,16/04/2026,Colaboradores,Empresa contratista,HLC,5,4,4,4,5,4,4,5,5,4,3,5,5,3,5,5,5,5,5,5,5,4,4,4,4,4,1,5,3,
478,Medio Ambiente,18/04/2026,Ingenieros,TItular minero,,2,4,3,3,2,3,4,3,3,3,4,4,3,3,2,3,4,4,3,3,4,4,3,5,3,2,4,4,2,
479,Medio Ambiente,18/04/2026,Jefe de área,TItular minero,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,5,5,5,5,5,5,
480,Logistica,18/04/2026,Supervisores,Empresa contratista,Primax,5,4,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,4,4,3,4,4,3,5,4,4,4,4,5,
481,Logistica,18/04/2026,Supervisores,Empresa contratista,Primax,5,4,4,5,5,5,4,4,5,5,5,5,5,4,5,4,5,4,4,3,4,4,3,5,4,4,4,4,4,
482,Geomecanica,19/04/2026,Superintendentes,TItular minero,,5,3,3,5,4,4,4,4,4,5,5,5,4,3,4,4,4,4,3,3,3,2,4,3,4,4,4,3,4,
483,Proyectos,19/04/2026,Supervisores,TItular minero,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,Instruir a mis hijos sobre los peligros de la energía electrica
484,Proyectos,19/04/2026,Ingenieros,TItular minero,,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,
485,TI,19/04/2026,Colaboradores,Empresa contratista,Electrodata,4,2,3,4,4,3,3,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,2,
486,TI,19/04/2026,Colaboradores,Empresa contratista,Electrodata,2,4,3,5,4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
487,TI,19/04/2026,Supervisores,Empresa contratista,Electrodata,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,3,4,2,2,5,
488,TI,19/04/2026,Colaboradores,Empresa contratista,Electrodata,4,3,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,3,2,2,2,3,2,3,2,3,4,
489,Logistica,19/04/2026,Colaboradores,TItular minero,,3,4,4,4,4,4,3,4,4,2,4,4,3,3,4,3,4,4,3,1,1,1,5,1,4,4,1,4,3,Mayor conocimiento sobre el CSST
490,Logistica,19/04/2026,Colaboradores,TItular minero,,3,3,4,4,4,4,4,4,4,4,5,5,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,
491,Logistica,19/04/2026,Colaboradores,TItular minero,,5,3,4,5,4,3,5,4,5,5,5,5,5,5,4,5,5,4,5,3,5,5,4,3,5,4,5,3,5,
492,Logistica,19/04/2026,Colaboradores,TItular minero,,4,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,4,5,4,1,5,5,5,4,5,5,5,5,5,
493,Mantenimiento ,18/04/2026,Jefe de área,TItular minero,,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Converso con mi familia los peligros y riesgos que hay en caso y como debemos controlarlos
494,Mantenimiento ,19/04/2026,Colaboradores,TItular minero,,4,3,5,4,3,4,4,4,4,4,3,4,4,3,4,4,3,3,4,3,3,3,4,3,4,3,3,3,4,
495,Mantenimiento ,18/09/2026,Colaboradores,TItular minero,,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,
496,Mantenimiento ,18/04/2026,Jefe de área,TItular minero,,4,4,5,5,4,5,4,4,5,5,5,5,4,4,5,5,5,4,4,4,3,3,5,4,5,5,4,4,4,
497,Mantenimiento ,18/04/2026,Supervisores,TItular minero,,4,4,4,4,4,4,4,4,4,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,Saturación de actividades
498,Ssoma,09/04/2026,Supervisores,TItular minero,,5,4,2,4,4,4,4,4,4,5,5,5,4,4,2,3,5,5,4,5,4,3,5,5,5,5,4,5,5,Mejorar las condiciones 
499,Planeamiento,19/04/2026,Colaboradores,Empresa contratista,Tumi,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,4,4,5,4,4,5,
500,Planeamiento,19/04/2026,Colaboradores,Empresa contratista,Tumi,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,3,4,4,5,5,5,4,4,4,5,
501,Planeamiento,19/04/2026,Colaboradores,Empresa contratista,Tumi,4,4,3,4,4,3,4,4,4,3,4,5,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,
502,Planeamiento,19/04/2026,Colaboradores,Empresa contratista,Tumi,4,4,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,
503,Planeamiento,19/04/2026,Colaboradores,Empresa contratista,Tumi,5,4,4,4,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,4,3,3,3,5,3,4,4,5,5,
504,Mantenimiento ,19/04/2026,Supervisores,TItular minero,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,5,4,5,4,5,5,Se realizo el cambio electrico en todo mi hogar porque es antigua
505,Mantenimiento ,19/04/2026,Colaboradores,TItular minero,,4,3,4,4,4,4,3,4,4,5,5,5,5,4,5,3,5,4,4,4,4,4,5,4,4,5,4,4,4,
506,Recursos Humanos,20/04/2026,Colaboradores,TItular minero,,2,3,5,5,5,5,3,2,5,3,5,5,5,4,5,4,5,4,5,2,2,3,4,4,5,5,5,4,4,
507,Recursos Humanos,20/04/2026,Colaboradores,TItular minero,,4,5,3,4,5,4,4,5,4,5,5,5,5,4,4,5,5,5,4,3,4,5,4,4,3,4,4,5,1,
508,Recursos Humanos,20/04/2026,Colaboradores,TItular minero,,3,4,5,3,4,2,3,4,2,4,3,4,5,4,3,4,3,2,4,2,4,4,2,1,4,4,3,2,2,
509,Recursos Humanos,20/04/2026,Colaboradores,TItular minero,,3,4,3,4,5,4,4,5,5,5,4,5,5,4,4,4,5,4,5,4,4,4,3,3,4,4,4,4,3,
510,Recursos Humanos,20/04/2026,Jefe de área,TItular minero,,3,4,5,5,5,4,4,4,5,4,5,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,2,
511,Recursos Humanos,20/04/2026,Colaboradores,TItular minero,,2,3,2,4,3,3,2,3,3,4,3,3,4,3,4,4,4,4,4,2,4,4,2,3,2,3,4,4,4,
512,Recursos Humanos,20/04/2026,Colaboradores,TItular minero,,2,3,4,4,3,4,3,4,3,4,5,5,4,4,4,3,4,3,3,3,4,3,2,4,4,4,3,3,5,
513,Recursos Humanos,20/04/2026,Colaboradores,TItular minero,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,3,5,5,5,5,
514,Ssoma,21/04/2026,Colaboradores,Empresa contratista,Pulso,4,5,4,4,5,4,5,4,4,5,2,3,4,5,5,5,5,3,5,4,2,4,3,5,5,5,3,2,3,
515,Ssoma,21/04/2026,Colaboradores,Empresa contratista,Pulso,2,4,3,3,3,3,3,3,3,2,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
516,Ssoma,14/04/2026,Colaboradores,Empresa contratista,Essac,4,5,2,4,4,4,4,4,5,5,5,5,5,5,2,5,5,5,5,5,4,5,5,5,5,5,5,4,1,
504,Mina,14/04/2026,Supervisores,TItular minero,Raura,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,5,Reforzar la comunicación diaria de los controles críticos antes del inicio de guardia.
505,Planta,14/04/2026,Colaboradores,TItular minero,Raura,4,3,4,4,4,4,3,4,4,5,5,5,4,4,4,3,4,4,4,3,3,3,3,4,4,4,3,4,4,Sería bueno que se expliquen más los cambios de procedimiento en charla de seguridad.
506,Mantenimiento,14/04/2026,Jefe de área,TItular minero,Raura,5,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,5,4,4,3,4,4,3,4,4,4,4,4,5,En el área se viene mejorando el seguimiento de condiciones inseguras reportadas.
507,Geologia,14/04/2026,Ingenieros,TItular minero,Raura,4,4,4,4,4,4,4,3,4,5,5,5,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,Se requiere mayor retroalimentación sobre los reportes enviados por el personal.
508,SSOMA,14/04/2026,Asistentes,TItular minero,Raura,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5,5,5,4,5,5,En casa hemos identificado riesgos eléctricos y se conversó con la familia para controlarlos.
509,Planeamiento,14/04/2026,Colaboradores,TItular minero,Raura,3,4,4,4,3,4,3,3,4,4,5,5,3,4,4,3,4,4,4,3,3,3,3,4,4,3,3,4,4,Falta difundir mejor los mecanismos para proponer mejoras de seguridad.
510,Proyectos,14/04/2026,Supervisores,TItular minero,Raura,4,4,5,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,3,4,4,3,4,4,4,4,4,5,El reconocimiento al desempeño seguro podría hacerse más visible en campo.
511,Mina,14/04/2026,Jefe de zona,TItular minero,Raura,4,4,4,5,4,5,4,4,5,5,5,5,4,4,4,4,5,4,4,3,3,4,3,4,5,4,4,4,5,Se debe continuar con las caminatas de liderazgo y cerrar los compromisos pendientes.
512,Logística,14/04/2026,Colaboradores,Empresa contratista,E.E. Servicios Andinos,3,3,4,4,3,4,3,3,3,4,5,5,3,4,4,3,4,3,4,2,3,3,3,4,3,3,3,4,4,En contratistas sería útil reforzar inducciones cortas sobre riesgos específicos del área.
513,Laboratorio,14/04/2026,Ingenieros,TItular minero,Raura,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,5,4,3,4,4,3,4,4,4,4,4,5,"Los controles se cumplen, pero se necesita mejorar la comunicación de lecciones aprendidas."
